1575129484	30870608	100	1646324674
1575129484	1357848241	26	1646324674
1575129484	1293886117	25	1646324674
1575129484	4341314	18	1646324674
1575129484	1319603950	18	1646324674
1575129484	1314630523	18	1646324674
1575129484	1322000911	17	1646324674
1575129484	496869523	16	1646324674
1575129484	1364314219	16	1646324674
1575129484	404783968	16	1646324674
1575129484	1346907833	15	1646324674
1575129484	1352219686	15	1646324674
1575129484	865964850	14	1646324674
1575129484	496869522	14	1646324674
1575129484	27713920	14	1646324674
3966233168	1806286300	100	1646324674
3966233168	1307705835	84	1646324674
3966233168	1877996649	68	1646324674
3966233168	1859603835	48	1646324674
3966233168	1469242297	40	1646324674
3966233168	537012213	40	1646324674
3966233168	1824020871	40	1646324674
3966233168	1387581250	40	1646324674
3966233168	1351343982	40	1646324674
3966233168	1828376623	36	1646324674
3966233168	492256479	36	1646324674
3966233168	532860839	36	1646324674
3966233168	1432609951	32	1646324674
3966233168	441102541	32	1646324674
3966233168	1472480890	32	1646324674
353736132	519909840	100	1646324674
353736132	22707008	100	1646324674
353736132	430685732	100	1646324674
353736132	4021290	92	1646324674
353736132	16846091	92	1646324674
353736132	4341314	92	1646324674
353736132	1357774613	85	1646324674
353736132	32364064	85	1646324674
353736132	20200849	85	1646324674
353736132	1868553	85	1646324674
353736132	21942066	85	1646324674
353736132	33937479	78	1646324674
353736132	16650843	78	1646324674
353736132	1476431	71	1646324674
353736132	32317208	71	1646324674
1319175006	185908	100	1646324674
1319175006	28181105	90	1646324674
1319175006	108138	87	1646324674
1319175006	385891	82	1646324674
1319175006	185615	76	1646324674
1319175006	354352	75	1646324674
1319175006	185699	73	1646324674
1319175006	186139	67	1646324674
1319175006	5281551	67	1646324674
1319175006	418602087	65	1646324674
1319175006	186160	64	1646324674
1319175006	186055	59	1646324674
1319175006	29822018	59	1646324674
1319175006	29818120	57	1646324674
1319175006	415792916	57	1646324674
265604597	550231922	100	1646324674
265604597	4075813	100	1646324674
265604597	415793539	95	1646324674
265604597	41640630	89	1646324674
265604597	544349653	88	1646324674
265604597	406716931	88	1646324674
265604597	27108022	88	1646324674
265604597	5264287	88	1646324674
265604597	32022492	87	1646324674
265604597	365691	87	1646324674
265604597	459400486	86	1646324674
265604597	444003233	86	1646324674
265604597	435305716	85	1646324674
265604597	326734	85	1646324674
265604597	38771760	84	1646324674
6300067673	1328183119	100	1646324674
6300067673	1824020871	100	1646324674
6300067673	1910623420	85	1646324674
6300067673	1849359143	77	1646324674
6300067673	1901371647	74	1646324674
6300067673	569200213	59	1646324674
6300067673	760533	51	1646324674
6300067673	1372362270	48	1646324674
6300067673	1495910047	44	1646324674
6300067673	482999012	44	1646324674
6300067673	413961906	40	1646324674
6300067673	569213220	37	1646324674
6300067673	1825842041	37	1646324674
6300067673	1440192330	33	1646324674
6300067673	496902069	33	1646324674
6278176351	1887917182	100	1646324674
6278176351	504468001	83	1646324674
6278176351	307606	81	1646324674
6278176351	864647456	69	1646324674
6278176351	1468587006	67	1646324674
6278176351	1429922789	63	1646324674
6278176351	1419822918	58	1646324674
6278176351	1307591526	57	1646324674
6278176351	1309833126	50	1646324674
6278176351	1865822253	50	1646324674
6278176351	1463479653	49	1646324674
6278176351	579954	49	1646324674
6278176351	863235698	48	1646324674
6278176351	453927759	48	1646324674
6278176351	1358276770	48	1646324674
6348726025	1426775939	100	1646324674
6348726025	1830419990	37	1646324674
6348726025	25842624	31	1646324674
6348726025	461864023	25	1646324674
6348726025	1478366750	25	1646324674
6348726025	547229527	25	1646324674
6348726025	1420888258	25	1646324674
6348726025	1401656653	25	1646324674
6348726025	461864020	18	1646324674
6348726025	441612583	18	1646324674
6348726025	1395951854	18	1646324674
6348726025	5164985	18	1646324674
6348726025	1478568147	18	1646324674
6348726025	511332442	18	1646324674
6348726025	1484184193	18	1646324674
1503137518	483937795	100	1646324674
1503137518	504923885	85	1646324674
1503137518	3951353	81	1646324674
1503137518	535056564	62	1646324674
1503137518	442869203	56	1646324674
1503137518	25639007	50	1646324674
1503137518	1913485442	43	1646324674
1503137518	28285910	43	1646324674
1503137518	515816220	40	1646324674
1503137518	461517747	36	1646324674
1503137518	474593991	34	1646324674
1503137518	1406686876	34	1646324674
1503137518	426881503	34	1646324674
1503137518	1335529596	31	1646324674
1503137518	500665346	29	1646324674
3320752470	1387581250	100	1646324674
3320752470	1441758494	83	1646324674
3320752470	1413183697	81	1646324674
3320752470	1495496315	80	1646324674
3320752470	1440424730	78	1646324674
3320752470	1433338551	77	1646324674
3320752470	1408713927	75	1646324674
3320752470	1432544572	72	1646324674
3320752470	465921195	71	1646324674
3320752470	483937795	70	1646324674
3320752470	1495058484	62	1646324674
3320752470	1460682363	62	1646324674
3320752470	1436709403	61	1646324674
3320752470	1434386699	60	1646324674
3320752470	1484942675	58	1646324674
5167051260	1431866741	100	1646324674
5167051260	1429954271	93	1646324674
5167051260	1419457616	73	1646324674
5167051260	1431393883	71	1646324674
5167051260	1380646702	69	1646324674
5167051260	1439354783	68	1646324674
5167051260	1433815195	65	1646324674
5167051260	1462738221	65	1646324674
5167051260	1467647829	65	1646324674
5167051260	1417026175	64	1646324674
5167051260	1424507713	62	1646324674
5167051260	1357628744	57	1646324674
5167051260	1806127699	57	1646324674
5167051260	505820121	47	1646324674
5167051260	537854741	42	1646324674
6308038117	1489064589	100	1646324674
6308038117	1472337668	52	1646324674
6308038117	1491221473	52	1646324674
6308038117	1453972194	50	1646324674
6308038117	1886673679	45	1646324674
6308038117	1497799734	45	1646324674
6308038117	1424220262	42	1646324674
6308038117	1481164987	42	1646324674
6308038117	1478419190	35	1646324674
6308038117	1914678082	33	1646324674
6308038117	1849694789	33	1646324674
6308038117	1468270651	33	1646324674
6308038117	1459659740	30	1646324674
6308038117	1466319699	30	1646324674
6308038117	469699866	30	1646324674
490774082	1481164987	100	1646324674
490774082	441491828	83	1646324674
490774082	1489065373	76	1646324674
490774082	1805543348	67	1646324674
490774082	1901371647	65	1646324674
490774082	208902	62	1646324674
490774082	1330348068	61	1646324674
490774082	1887984882	59	1646324674
490774082	1920664584	58	1646324674
490774082	488249475	54	1646324674
490774082	1853369670	52	1646324674
490774082	5238992	52	1646324674
490774082	25638340	50	1646324674
490774082	1345848098	48	1646324674
490774082	1918915876	45	1646324674
4975372382	1491221473	100	1646324674
4975372382	1481164987	87	1646324674
4975372382	1859245776	75	1646324674
4975372382	1493083969	75	1646324674
4975372382	1476879471	75	1646324674
4975372382	1440570723	62	1646324674
4975372382	1455485876	62	1646324674
4975372382	1432968475	62	1646324674
4975372382	1415566536	62	1646324674
4975372382	16435051	50	1646324674
4975372382	1429026796	50	1646324674
4975372382	1440995839	50	1646324674
4975372382	1448115297	50	1646324674
4975372382	1406934370	50	1646324674
4975372382	1377262610	37	1646324674
3441268664	529824966	100	1646324674
3441268664	1910623420	59	1646324674
3441268664	1352840033	51	1646324674
3441268664	1472480890	44	1646324674
3441268664	435278010	40	1646324674
3441268664	1501902758	32	1646324674
3441268664	512359195	29	1646324674
3441268664	28461163	24	1646324674
3441268664	1861639711	24	1646324674
3441268664	1853672906	22	1646324674
3441268664	28445545	22	1646324674
3441268664	1830409083	20	1646324674
3441268664	442589034	20	1646324674
3441268664	1499313732	18	1646324674
