1575129484	486119355,1539014290,1413484378,1633408533,2014024171,624349084,5066903594,2132520732,1506542074,3577910291
3966233168	1983118567,1563338389,2122539875,2124858934,4876932595,1792500286,1692887019,6330433903,1646947306,4999274948
353736132	39161056,2099631042,1900900374,431755185,490153845,3992916642,2008307689,412239867,1416550214,355214028
1319175006	490153845,98156372,2090117039,482292710,3237681412,1394420163,446801885,75504060,573917137,3242595488
265604597	549158931,1939399794,257617201,1327666887,2111770466,350509511,545042086,1637147086,3277826229,357215926
6300067673	569300890,5105812150,63843734,2099631042,1666206741,318738427,1872320695,4003362852,569750960,4987977525
6278176351	4993899405,2009460937,1363749032,626282653,3237211709,2045722814,406335677,1511069691,6334226247,3964023836
6348726025	3242789716,1741641004,4054241395,1934897476,1970872422,1711384721,3718749960,565460289,1698776209,2003679798
1503137518	347881932,623738414,1660437060,3989316105,1835339178,2088995071,1311050981,1288420990,261068264,1675754725
3320752470	3940655974,1604684118,1938203594,3576155166,3368099870,1393895299,3720343169,389254539,3402241591,3970716721
5167051260	3866357947,3413554122,282964830,4904135494,1832735626,3375373661,3722140846,3421833493,4945137773,3575542145
6308038117	3828799501,2079896754,2091234239,2132682532,1773062355,4872618811,1751157042,2136891700,4945949792,5127116057
490774082	322692191,3906648435,1686057704,1793528019,6448766889,433267575,542752478,3828799501,4876311869,3276431498
4975372382	3358360245,563791886,3828799501,349636794,3260823357,3331362629,5144484177,129210051,6428134400,3866604997
3441268664	1771971910,303074803,1535116333,6300067673,97951895,3354270945,3896384225,3226559581,5105812150,1354772763
1535116333	1951100203,2142319929,486119355,1539014290,1739343038,1469110474,4955053628,1344329016,3716536914,3965910868
1475807175	1506542074,1696269916,79637184,427946603,4051919402,427917278,260201021,74778759,1744135253,618355329
1832735626	2073264034,3574696595,3940655974,3333953914,441465854,4054982379,3909036370,1796521576,3281361852,1551261089
1739343038	490153845,1535116333,3716536914,1796156711,414014971,512005352,1400312515,3907359974,1771971910,645701139
1860864512	1660437060,1590568016,1796188546,74778759,3866781061,1928228394,555907160,315227624,556945853,309799056
3345234535	4003544735,613040999,4957030400,2028417643,3219863231,1489892182,2102301971,3400971609,1523779128,1478899707
424018830	3267694196,45222287,3992683575,431755185,3980008730,1749150117,259514189,1413484378,566331276,1400312515
1815225993	3236321708,1653342408,1301426010,1834568095,3234722214,267433143,472625372,2074877963,1528285720,5115100721
3862372674	1858059137,1705565046,6308038117,3907723426,3923482076,3248086168,1379530964,2128565132,1705531362,4876311869
450524379	1396385526,1679127633,647203531,125136381,433267575,1473491372,563421742,498260826,643848116,434569214
1833605685	1831367916,3297403847,3276431498,1871447833,3312785705,1960119702,1646094762,1753829465,333038599,647203531
3287106893	5064725107,433308513,580168050,4941699461,4038929615,1320187531,3576155166,2090117039,1846890720,2066722333
294021982	404727293,4967450274,252472039,1734059535,2684096,1578096731,1888008610,364430608,3255818545,1301426010
474267074	1481967367,389774070,74778759,1659961718,1391973401,403801787,3935357968,2109194270,253460173,1397270551
512441171	298554903,1608190110,347881932,432583918,513021186,3286101277,3275851816,446961771,376315888,403767627
3275851816	477015103,2091234239,1624461646,1939235336,2125581569,6397187326,1518382851,310631743,1997655493,3325356409
1553244570	1835339178,3972846238,1686057704,3718254426,2091234239,4052852681,3970716721,1918976400,3902588980,3277826229
2092526855	3319199249,1732145639,1913348051,1807920798,1508084432,3941604932,1692887019,1629498547,1984148222,1860864512
1481138598	1441089294,1675463715,589572324,6278419465,1489432792,2134009279,3413554122,5095004251,6273606143,1716120101
3907359974	125136381,1600753553,445592961,3276431498,1336240918,601874983,433267575,3987168929,3891752866,3291830896
424732440	541488087,4025953226,1728220688,559235241,1344864782,1957606246,420154955,3228152059,2094906705,1706824725
2009460937	6275326001,1478647677,6334226247,603322424,4993899405,4934613375,3722140846,6278176351,2009945782,2134009279
6412085585	4894635912,6412463889,3907723426,477015103,5083515256,1948112741,1429817948,4990416936,4872618811,6360222219
5198668349	1772277871,4925017114,2125581569,3722140846,1511153960,6273606143,6397187326,1518382851,1594000601,3971802136
623639996	6405990924,1835339178,114914806,1393895299,1681419651,1334260907,1686057704,403801787,1889985774,364814400
540058916	629618433,1917059640,1629763775,3958959989,1972469963,6365038273,6271386428,1934897476,5140727694,433250343
6394607031	1575129484,3966233168,353736132,1319175006,265604597,6300067673,6278176351,6348726025,1503137518,3320752470
1948320214	1528285720,1594000601,364430608,1909590133,1479184029,1396385526,1427394507,643848116,3313700052,1577982419
6334226247	2009460937,3368099870,3469541805,632050929,2009945782,2015166260,322934378,3574696595,1480195310,3940655974
2029712733	1686057704,4991426102,1670756154,3220286211,3409432735,3354702422,1491700391,2025141114,1624461646,5083515256
1931252133	1766610576,3338105313,528334092,1531843748,1534662641,1446385348,2126731903,1750098909,543167359,119209997
6306663371	5083515256,3958959989,1344864782,2135758868,1824572634,2073264034,399998793,1686057704,3313700052,3239170451
380956778	606682555,1594858763,1646520976,483408992,357215926,630249522,1951363646,1469360307,489285523,1292849716
389727831	129210051,553598572,386009894,472417726,1426351616,633389376,117353123,1537040538,4051919402,528277014
403767627	483408992,64744184,512005352,512441171,450524379,294525892,268189289,1715210995,125136381,3992953163
507921560	360296548,1394316074,469075796,1835339178,510367946,1391349703,477015103,119047835,1608190110,517192858
273974888	528277014,74778759,105832760,613284485,4051919402,319437431,1706824725,566331276,64744184,1696269916
1420633497	1300732839,1846890720,1744135253,1714615002,3391494574,1953006526,3281841389,1498571178,1757439897,2138696847
6359714353	1624461646,1705565046,1793528019,4962052145,1882512243,1666206741,4948427181,2091234239,5216408467,606667205
1891012443	3412490832,2007446802,3918817781,2039391522,1686057704,3723724501,1804363378,3422828111,3940655974,5041608498
1858059137	3323112956,1948112741,1666764731,633389376,1443491621,2108200645,1428330847,1681419651,3275851816,1771560098
399998793	1637147086,4945949792,1939235336,4948427181,2025141114,392460231,4991426102,1344864782,3870915615,1823841754
2136891700	1867903069,3301448810,2124858934,531133834,3217826588,1679127633,1774979500,384767462,3814605223,3887923076
1666764731	3907723426,477015103,1670756154,112501991,2092646832,4945949792,2114965900,1435383377,413508710,1972469963
3246992660	1834532934,1928836611,1702112665,1823841754,2063745176,1561934522,364430608,1681419651,360296548,1948320214
1433792985	1577274188,477015103,1359095898,1851158642,389774070,125417457,632050929,5029456309,2074877963,3940655974
1379075996	420369348,3253272857,4025953226,3313940072,4948427181,2114348850,2111434748,3316175096,3808651452,555306854
570997370	1608190110,1675463715,1918976400,2092646832,2022009117,3348265870,3948163972,3236321708,1815554875,6273606143
1928836611	3987168929,3246992660,4927791349,5107929884,1997655493,4025953226,73799276,615868396,1305114537,1884887038
3360133709	3247739947,3235584663,3891101908,360352246,1777576487,4876266258,566660104,3303248928,5144484177,6377066214
2122275202	1608190110,2091234239,282964830,477015103,1939235336,3722140846,3907723426,3313940072,3573772534,1964630293
3257689912	3284583254,1608190110,3723724501,3230592863,1435383377,308736553,4925189676,1766610576,2091234239,1670756154
1422407905	1594000601,1301069360,5205204605,1528285720,1608190110,2022009117,1308139110,643848116,1391973401,1461555291
1703881568	1829436891,3717378535,372706616,622426332,3304849979,1511069691,3928793063,1502547680,1876177797,3962765095
1793499040	609367743,505496945,353242740,1675136386,3278891336,3421937730,5105831971,485755862,350533301,3374832467
3348026079	3985943205,3232979534,3268940619,3865919968,3925088077,2084676465,6348833213,477015103,2130158156,1828496944
3271355426	1804107531,564277776,489285523,3683481422,3892111777,5037740288,3259503623,2107417854,3275851816,1747506742
2059749886	1580718613,1295841626,427310332,1604684118,1978400031,355404798,1570977653,1640509184,1330563028,2022942484
1828496944	1608190110,510367946,477015103,3907723426,1747506742,7066804,3246072626,438525543,646486957,1609438427
385239306	1835242498,477015103,1670756154,74778759,1680681821,469075796,3259503623,389774070,3222912012,507921560
3352777766	1978400031,1428356854,3928793063,5122774434,2015166260,1607309742,583162732,1834532934,1580718613,4876932595
3575381061	1555400716,1666206741,6306663371,3409432735,2108200645,5095004251,2135758868,365113824,1638080150,1834532934
1442572052	502928581,5060140830,1397270551,3918817781,421319587,477015103,1317937756,3965910868,74778759,1834456239
1781468915	647203531,1680681821,1638080150,630249522,1686057704,1551261089,4899045637,441465854,1374223264,389254539
3871500468	472236985,135761687,1374223264,1948002838,2066722333,3920546971,73799276,2050974212,1407913572,3294310845
314554761	1330563028,580168050,1379590093,1891526852,1675136386,568785119,4886577099,1486296798,416683887,3899256672
1773177018	3246208657,2022997781,1595662456,1503137518,1758453423,540449721,553598572,623738414,3573515033,1439785924
262999728	302858629,1397270551,1442572052,3315146594,1801737758,1900255964,1574403395,1706024878,2125524793,1523879092
1761253053	3412490832,3248086168,1849519971,5122774434,3313700052,6404076645,1384855548,3385046847,3965910868,3948309980
1856881099	2009945782,1480195310,6275326001,2118593487,603322424,322934378,112501991,1978358694,1722308226,620845904
3933753909	2059717817,1511153960,1686057704,3625797793,6327759953,1928836611,3906648435,5107929884,3400971609,4925017114
606667205	5216408467,333038599,6273606143,1608190110,1393653173,1613717637,6278419465,1511153960,1716120101,539302476
1375677392	392460231,2067589320,1627724395,5020639204,1328099508,81191273,471148819,489285523,114914806,3575381061
368271365	74778759,3893467918,1741415213,1715210995,1613689501,385669377,1334260907,3992649856,512005352,1368520264
1684043012	483807561,1734059535,1834532934,2039391522,1796188546,1890292522,1317937756,3928793063,510367946,1795263217
5071122411	4973167004,3889561065,3907723426,6306663371,1334260907,6416173424,5020639204,3304433354,3315834650,3401792041
1546262010	483408992,7066804,477015103,1793528019,434297812,566331276,1661386262,310631743,389774070,1608190110
1452671644	562618433,401176367,3992906035,3344593328,308657681,1594000601,1613581788,313580583,433267575,1596071855
1419413757	595295937,647203531,1450970364,1443491621,1629031893,3315834650,5042751218,3723931125,1861925572,1686057704
4925017114	1721330819,4002513729,1957210270,5107929884,1511153960,1407913572,6397187326,3720085746,6368284681,1897752504
298689123	1378689767,260201021,249186221,528277014,98027566,1698776209,507431763,74778759,1339270209,280538276
1518382851	1939235336,4991426102,112501991,1624461646,2091234239,3906648435,3275851816,4948427181,4025953226,1997655493
276096118	290074997,587320346,1637147086,79637184,1571134547,1897752504,3814605223,107438529,3899256672,1300307518
3375909572	4925017114,1301069360,391475884,3276431498,4012004839,1374223264,3575542145,1661386262,3928793244,594254685
1961527580	1948320214,355404798,434569214,6368284681,1608190110,1957210270,3927777562,1401156745,364430608,618688471
491496813	261068264,45222287,1795263217,1580718613,1611688002,1725572196,539921188,472417726,512005352,555907160
4913243995	3939315814,2134009279,6448766889,2020467928,6286570281,3255172218,6271386428,3815625505,2022009117,6406554334
493141046	409978924,370208842,259514189,1336240918,1391393220,1407301264,1546262010,1305114537,1374223264,3313700052
1500826025	1317937756,283712137,1639565753,1794333564,1393477658,507921560,1882166666,318738427,510367946,1424940257
270462778	1938203594,507921560,1834456239,543197267,1317937756,420154955,297013163,1639565753,70352260,81604053
4904135494	1608190110,2091234239,3413554122,477015103,3907723426,1613717637,1823841754,3333953914,112501991,3354702422
1879431774	1607309742,1318330059,1409199647,606682555,1534823757,508912721,3412510407,1713544905,1725572196,1611688002
1980005384	3906648435,1561934522,6367818726,1978400031,3293909746,4872618811,1428356854,3962765095,1894788407,3928793063
1679598624	1894788407,1732145639,483829833,6315599223,3337554631,1661634581,1653342408,484028618,3925386363,3271387616
6444664091	442140473,3340566845,420154955,3828799501,1839812680,1352578440,4872618811,1578096731,1381532745,595295937
415725883	3237681412,1676119412,2083991893,5208109871,545761902,4045931247,3989005770,1883832532,582326539,350533301
6388265616	6275826273,1894788407,5110094044,3906511560,3304849979,3398734870,559031090,1566044664,1561934522,3928793063
3360717651	420154955,1580718613,1722441136,5089293623,383443397,377199481,1378689767,3234196398,4050275664,3320344094
2084316488	1695676912,6327759953,4002513729,4962052145,342943124,1384855548,5161657229,1518382851,3886797486,2133515518
3810561220	3378710338,3862561340,1379530964,3385046847,3871644456,1804107531,3683481422,1863272588,1900255964,531133834
3995110426	1834532934,3923831103,1741415213,543344810,1334260907,1698776209,4876266258,3916634581,499916380,73799276
5095471403	1506542074,477015103,3354702422,1590568016,5216408467,3870915615,3219863231,3320344094,6407577498,3683089723
1950753309	4876932595,3946945327,2091234239,1608190110,2000334573,3870915615,1686057704,1936122013,1352578440,5062881707
1474760295	1968926371,434065979,1629498547,3304849979,4894635912,1732145639,3573515033,1563338389,1403956095,1302308820
3222383750	1884887038,3870915615,1957210270,3906648435,2088995071,1543183854,614772175,401176367,1695676912,1408543453
6404076645	1511153960,1761253053,5122774434,530486998,1563265398,3376603633,1957632019,3385158397,1463054634,3906648435
1984148222	1506542074,2066722333,1817223283,5064725107,1308808455,498975577,6315599223,383744910,1498088847,6414612885
1604684118	389254539,3368099870,2059477909,1661386262,3276431498,1374223264,6405990924,3320752470,3810059396,1580718613
285553913	4872618811,3333542827,3252064958,389254539,1889985774,1954537065,6416173424,6412085585,1686057704,447449260
1888980910	633389376,1370122308,571060659,360296548,1939235336,434569214,1391349703,1722308226,1978358694,1933130779
1743942323	1696269916,7066804,1835242498,74778759,1811339223,4930431934,1572172291,630249522,5150767201,1393895299
63843734	1390320744,6300067673,280999112,2130362771,1475807175,5105831971,309545951,1394420163,1793827594,1674908991
121140790	260201021,353189833,44458266,1672051340,1432437770,80886951,1308080108,1536123423,384244866,341654150
1781523670	3255818545,3928793063,4991426102,1618431728,2066722333,3315834650,1407913572,297013163,3354702422,385669377
4941699461	5064725107,2066722333,3872428124,1985280433,3265184650,3228152059,3287106893,1918910746,2141375231,1360961268
3861736847	1498088847,4877183358,3219863231,4908144223,406335677,4954910497,1489892182,5040554553,1814358102,375802501
397413121	3344593328,348340266,39348833,1409199647,1856881099,1686057704,647386607,553598572,2097680058,1928716582
3419200326	3276431498,1374223264,1336240918,595295937,3909036370,3313700052,1795263217,135761687,391475884,2092646832
1597533191	342943124,1889985774,2091234239,6397187326,2133515518,5083515256,1511153960,1957268022,552370497,1938203594
472229987	2104674849,1408543453,1900255964,3940655974,5071122411,2132520732,1843904050,2015166260,3814964861,449855229
3260823357	405579280,3890471006,4886577099,3358360245,1410862594,3899256672,3266335940,4975372382,515592273,3325107570
1780935341	384244866,1517300033,405579280,349636794,307449141,1319376998,1543183854,1950387036,343007424,1763399843
1790277373	3287106893,421319587,7066804,1974097907,1835242498,3304433354,2062188403,1872320695,1856881099,1835339178
259336334	424449783,3903409028,342660608,390544204,74778759,533945022,383744910,1455793659,1667343248,1388029638
1741641004	1422605091,439815139,6348726025,515931631,618118668,433936014,412566508,1984148222,566425297,593667208
1475908809	545761902,353189833,517192858,128664014,455478144,105832760,129210051,350104531,89491283,273974888
539302476	606682555,392460231,5029456309,471148819,606667205,270771444,333038599,318738427,3906648435,2091234239
3987168929	1928836611,2063745176,1953139850,1407913572,355404798,3907359974,6286570281,4925017114,1790213009,1661386262
612072391	477015103,606682555,1435383377,261068264,1835242498,1834456239,422766652,7066804,4991426102,282964830
1639269014	4040687578,1732751189,1666923179,268803434,1914865835,3219863231,3285013012,274278274,1571134547,283847432
424449783	74778759,1561934522,1890305255,259336334,449106225,633389376,319437431,401176367,4051919402,71984755
3353293253	1679127633,2083554413,4991426102,3347281063,3935357968,5041608498,1654144337,1877450416,1328099508,1792848799
1995518143	1811470074,1712466187,1931213448,1816720013,1934406076,500683374,1762137221,438569924,3918539554,5066165157
49364634	50940417,503371720,315227624,385892124,114914806,1618431728,553598572,261142008,1498088847,39348833
1663442408	1506542074,1513501034,1672051340,4886577099,3412510407,1666923179,1772203999,2014024171,3871644456,1934406076
379137355	1661386262,313580583,1334260907,3255172218,555907160,1596071855,1721330819,547677071,3276431498,1469504531
444406681	1344837239,1423389105,1981769265,4886577099,1675143346,3899256672,1413484378,2002029084,1703783365,6426761509
1933161484	335398097,1743942323,1997655493,379137355,1317937756,1815593578,1889985774,1946635837,1344864782,1795263217
303676543	563976931,630249522,434297812,348340266,315491322,1307417983,473405917,1487454524,275408190,39348833
1843060736	1324632148,1835339178,1613646659,477015103,259514189,1737797099,560000515,1670756154,3264452065,3907723426
1344329016	630249522,1741415213,343796686,1577982419,595295937,433267575,261142008,645204720,529547148,261153481
94689107	580168050,1537040538,262492242,1629763775,606682555,446961771,117437699,268189289,333712261,75504060
75660957	566331276,1394316074,322018888,1726753978,1407913572,1686318605,568785119,1674672793,3942641955,280936724
1868863268	1850055991,4876311869,3409432735,1661349565,1790213009,2135758868,4025953226,1721330819,1305114537,3810561220
373559344	587320346,1703783365,473405917,249521862,1572828750,566841628,1981769265,1443464557,1714615002,2002029084
3577079333	2066722333,1832735626,4941699461,1705392016,1379075996,1435383377,2018184011,2083554413,1883435551,389759859
5036678323	310631743,477015103,6402278845,1823168849,385160261,363908440,4005776616,3237789664,3379344160,5020639204
1788505284	389774070,1435383377,566331276,3255818545,3907723426,477015103,360296548,502928581,1781523670,1391973401
447449260	2022009117,6271386428,5165510145,563791886,3815625505,2063244552,3276431498,3899256672,433267575,6405990924
1752815962	121083494,1589123553,2051894205,1863498579,2022942484,5195044411,1663708406,5205965499,4009364194,3581830710
475917286	2022775341,5073606968,3320270991,68644433,3718254426,3309134146,2029712733,3861736847,3720085746,484028618
6317935677	3368099870,1680681821,1772277871,3907359974,1596071855,1953139850,3291830896,1478647677,2009460937,6334226247
3340566845	1686057704,3862561340,3906648435,2062188403,3413554122,4945137773,73799276,1317937756,3828799501,5041608498
3902588980	1835339178,3982356603,1311913892,3234722214,5029456309,3928793244,6397187326,3981630696,1884887038,3954082959
4907782279	2023200260,3219757742,5132290289,50993991,1415377468,4948427181,476343499,3925088077,3946945327,1762137221
416890774	1400312515,3307051589,259514189,3222912012,3255172218,1663019843,433308513,1734059535,1608190110,646486957
4054360491	3965910868,546284374,1374223264,449923728,1686057704,1424940257,645204720,73799276,135761687,3313700052
3996402783	6405990924,4961015822,1918976400,2063244552,3899256672,5029456309,447449260,5146702368,5135178820,3358360245
4912216554	1638080150,3368099870,1604684118,3899256672,507431763,6286570281,2063745176,2045722814,3940655974,1661386262
5147618062	6327759953,5042751218,4890965436,342943124,4872618811,3315834650,3970716721,5195044411,1695676912,6397187326
5146534302	5087397512,2055317223,5071122411,1686057704,1687865522,3865890146,5073606968,3919331390,3533384389,6279196268
3726200957	5095004251,4961015822,1608190110,3413554122,2014158608,1933130779,5029456309,1915936122,1882512243,5110221657
110877577	1686057704,3906648435,546284374,1317937756,1796521576,110282491,1954537065,2062188403,2046602925,3241407218
3308783637	3891752866,1409199647,1328099508,1454262687,3257689912,471148819,392460231,270771444,318738427,417537179
6416173424	3683481422,3333953914,3573772534,6368284681,1578096731,310631743,6397187326,3723797049,3921423406,2133515518
1293038921	1668520069,1435383377,1827964963,1637147086,1598139647,3972846238,1629031893,1939235336,6273606143,1875550053
1611688002	1835242498,1737797099,262492242,491496813,1506542074,3958959989,3354702422,347881932,1828496944,1835339178
1732145639	1478646071,1913348051,1679598624,3242857631,609486488,3906511560,499916380,330982168,1712466187,1580718613
3857300657	2000338880,3925088077,2127622239,3828799501,3354702422,1537153576,3325356409,2066722333,2062188403,3958959989
1323606802	1604684118,1796521576,1469360307,420154955,6405990924,3344212274,1938203594,3683481422,2114074001,1814358102
557499533	1817223283,1397270551,1638080150,2127622239,502928581,3718254426,105832760,2114348850,543167359,389774070
1765665820	1580718613,3972846238,3866781061,1561934522,1726045744,1378689767,6318474658,383926399,3858182321,1956809555
3349479847	3250988646,4894635912,4876932595,1792500286,1788935136,510367946,3985206516,3264004887,1379530964,627379982
2042495912	2007446802,1792500286,1746300626,3265184650,389759859,1771381441,541149321,1537902732,1876177797,512005352
3356861509	3253272857,1394316074,6374858025,6308038117,1715210995,485755862,5189366741,3469541805,413418907,1948112741
383443397	1506542074,618355329,3871644456,1895452816,477015103,4876266258,566425297,420154955,1934406076,1863272588
3254136585	500683374,1889985774,1869429547,6315599223,1532392294,1531843748,1878921427,1295934716,3899680126,1317937756
3313311404	1478647677,1792500286,1646094762,5107929884,6405990924,1918976400,1352578440,3886797486,1532392294,3268945372
3264452065	1374223264,1741415213,2039391522,1295934716,315227624,3228152059,1661386262,360296548,295078002,2136891700
3226497075	1772203999,472625372,1506542074,473297752,1302988150,1867535488,528334092,493035128,618355329,490153845
413418907	3469541805,413508710,1506542074,1580743411,1674908991,50214540,1401485545,3991029693,3992676470,3986637743
3255479273	3920546971,3284194117,528334092,1327666887,2051894205,5135178820,370208842,3340693998,3248086168,434569214
386009894	389727831,1323169715,3977380884,1286925920,368761033,1368520264,1613581788,1441089294,1953144252,1609438427
5066165157	1595662456,2073416613,1300090882,281573710,1935583851,1828973024,515931631,1995518143,1489892182,1675229476
3869935959	3866781061,1807920798,1506542074,3925386363,1446385348,1318512810,1302308820,1835288869,1675463715,6388265616
3721828121	3982356603,1915340883,4887964086,3902588980,3243012712,4002513729,1454930003,3402493124,3954082959,1888008610
5208109871	1722441136,6397561725,1722635646,3237681412,609486488,4956894541,629618433,3928793063,3956893341,6388265616
374024623	1599397956,1363134299,1508084432,3573515033,124748008,1894788407,446063467,1403956095,1732145639,1818850982
3237681412	420154955,1508084432,4027973246,1913348051,1672051340,628609078,4045931247,5208109871,1478646071,131162954
